transaction_id,transaction_date,entity,business_unit,cost_center,account_code,account_name,account_category,scenario,amount,currency,source_system
TXN0003393,2024-08-05,Spain,Retail,Retail Operations,4000,Product Revenue,Revenue,Budget,32300.28,EUR,Planning
TXN0001100,2023-11-14,France,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Actual,-18415.78,EUR,ERP
TXN0007379,2023-09-14,Germany,Digital,Marketing,4000,Product Revenue,Revenue,Actual,38996.6,EUR,CRM
TXN0011035,2023-12-19,Germany,Retail,Sales,6500,Professional Services,OPEX,Budget,-2964.8,EUR,ERP
TXN0001750,2024-06-09,Germany,Retail,Sales,6300,Travel & Expenses,OPEX,Actual,-5759.23,EUR,CRM
TXN0000419,2023-08-05,France,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Actual,-28196.33,EUR,CRM
TXN0015520,2024-02-18,France,Retail,Sales,4010,Service Revenue,Revenue,Actual,55684.33,EUR,ERP
TXN0005820,2024-02-20,Germany,B2B,Finance,4010,Service Revenue,Revenue,Budget,26601.79,EUR,CRM
TXN0014547,2024-10-19,France,B2B,Corporate Sales,6100,Salaries,OPEX,Budget,-3805.6,EUR,Planning
TXN0010140,2024-01-03,Germany,B2B,Finance,4010,Service Revenue,Revenue,Actual,33023.13,EUR,ERP
TXN0017159,2023-01-07,Spain,Retail,Sales,6100,Salaries,OPEX,Budget,-5805.55,EUR,Planning
TXN0010492,2024-04-22,Germany,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-12926.04,EUR,ERP
TXN0017936,2023-08-22,France,Digital,Marketing,5000,Cost of Goods Sold,COGS,Budget,-29443.34,EUR,ERP
TXN0015026,2023-02-13,Germany,B2B,Finance,5000,Cost of Goods Sold,COGS,Actual,-20399.16,EUR,Planning
TXN0019817,2024-01-06,Germany,Retail,Retail Operations,6100,Salaries,OPEX,Budget,-4414.85,EUR,ERP
TXN0008401,2024-05-13,Germany,B2B,Corporate Sales,4000,Product Revenue,Revenue,Budget,35783.63,EUR,ERP
TXN0016506,2024-06-18,Spain,Retail,Sales,4010,Service Revenue,Revenue,Actual,42816.78,EUR,ERP
TXN0015803,2024-05-28,Spain,Retail,Retail Operations,6400,Marketing Spend,OPEX,Actual,-4514.46,EUR,ERP
TXN0011979,2024-11-28,France,Retail,Sales,6100,Salaries,OPEX,Actual,-4011.99,EUR,ERP
TXN0013498,2023-11-29,France,Retail,Sales,4000,Product Revenue,Revenue,Budget,23888.53,EUR,Planning
TXN0004894,2023-02-05,Spain,Retail,Sales,4000,Product Revenue,Revenue,Actual,28402.98,EUR,Planning
TXN0008721,2024-06-03,Spain,Digital,Marketing,4000,Product Revenue,Revenue,Actual,28998.77,EUR,ERP
TXN0008972,2023-07-24,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Budget,-20984.98,EUR,Planning
TXN0000723,2024-09-09,France,Retail,Sales,6100,Salaries,OPEX,Actual,-6460.87,EUR,Planning
TXN0005177,2023-05-27,France,Retail,Sales,4010,Service Revenue,Revenue,Actual,18436.4,EUR,ERP
TXN0010154,2023-12-23,Spain,B2B,Corporate Sales,4000,Product Revenue,Revenue,Actual,11868.07,EUR,Planning
TXN0001861,2024-06-24,Spain,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-4074.92,EUR,ERP
TXN0018498,2024-04-01,Germany,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-17028.59,EUR,ERP
TXN0001688,2023-10-26,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Budget,-31759.31,EUR,CRM
TXN0008499,2024-03-16,Spain,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-8754.99,EUR,ERP
TXN0019110,2023-04-17,France,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-34546.65,EUR,ERP
TXN0001993,2023-07-29,Spain,B2B,Finance,6100,Salaries,OPEX,Budget,-4280.16,EUR,ERP
TXN0010525,2023-10-21,Germany,Digital,Marketing,6300,Travel & Expenses,OPEX,Actual,-7883.37,EUR,ERP
TXN0019668,2024-06-03,Germany,Retail,Sales,5000,Cost of Goods Sold,COGS,Budget,-11250.98,EUR,ERP
TXN0016259,2024-12-13,Spain,Digital,IT & Data,4010,Service Revenue,Revenue,Actual,53683.0,EUR,ERP
TXN0015630,2024-02-10,Germany,Retail,Sales,6100,Salaries,OPEX,Actual,-6299.59,EUR,ERP
TXN0013959,2023-01-03,Germany,B2B,Finance,4010,Service Revenue,Revenue,Actual,39510.3,EUR,ERP
TXN0006118,2023-06-07,Spain,Retail,Retail Operations,4000,Product Revenue,Revenue,Budget,42989.32,EUR,ERP
TXN0003460,2023-10-17,Germany,Digital,Marketing,6300,Travel & Expenses,OPEX,Budget,-12777.53,EUR,ERP
TXN0013499,2023-03-24,France,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Actual,-23018.19,EUR,ERP
TXN0006568,2023-03-10,Germany,Retail,Sales,6500,Professional Services,OPEX,Actual,-3492.85,EUR,Planning
TXN0018885,2024-01-18,France,Retail,Retail Operations,6400,Marketing Spend,OPEX,Actual,-6628.1,EUR,ERP
TXN0005671,2023-09-16,Spain,Retail,Sales,5000,Cost of Goods Sold,COGS,Budget,-14826.23,EUR,ERP
TXN0009297,2024-07-02,France,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-9721.72,EUR,ERP
TXN0014765,2024-04-05,France,Retail,Sales,6400,Marketing Spend,OPEX,Budget,-7824.62,EUR,Planning
TXN0002811,2024-01-11,Germany,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-23521.67,EUR,ERP
TXN0008950,2023-12-29,Spain,Retail,Retail Operations,6500,Professional Services,OPEX,Actual,-11171.76,EUR,ERP
TXN0005493,2023-05-10,Spain,B2B,Finance,6300,Travel & Expenses,OPEX,Budget,-6862.51,EUR,CRM
TXN0014195,2023-07-28,France,Digital,Marketing,5000,Cost of Goods Sold,COGS,Budget,-21193.96,EUR,ERP
TXN0012711,2024-10-07,Germany,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-6963.22,EUR,ERP
TXN0017740,2024-04-18,Germany,B2B,Finance,4000,Product Revenue,Revenue,Actual,89704.38,EUR,Planning
TXN0000575,2023-01-06,Spain,Retail,Sales,6500,Professional Services,OPEX,Actual,-5061.55,EUR,Planning
TXN0008450,2023-06-09,France,Digital,IT & Data,4000,Product Revenue,Revenue,Budget,54534.08,EUR,CRM
TXN0017915,2024-07-17,Germany,Digital,IT & Data,4010,Service Revenue,Revenue,Actual,30240.04,EUR,ERP
TXN0019222,2024-11-20,Spain,Retail,Sales,6500,Professional Services,OPEX,Budget,-4330.95,EUR,ERP
TXN0009233,2024-03-01,Germany,Retail,Retail Operations,6400,Marketing Spend,OPEX,Budget,-3415.96,EUR,ERP
TXN0017951,2024-07-10,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Actual,-26878.81,EUR,CRM
TXN0015753,2023-01-27,Germany,Retail,Sales,6100,Salaries,OPEX,Actual,-10793.65,EUR,ERP
TXN0003626,2024-06-27,Germany,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-7484.98,EUR,Planning
TXN0017893,2024-11-21,Germany,Retail,Retail Operations,6100,Salaries,OPEX,Budget,-5771.96,EUR,CRM
TXN0017370,2023-06-29,Spain,Digital,Marketing,6200,Cloud & Software,OPEX,Actual,-8406.86,EUR,Planning
TXN0019034,2024-10-08,Germany,Retail,Sales,6200,Cloud & Software,OPEX,Actual,-7292.26,EUR,ERP
TXN0008696,2024-10-03,Spain,Retail,Sales,4000,Product Revenue,Revenue,Budget,14705.11,EUR,CRM
TXN0006355,2024-06-23,Germany,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-6796.69,EUR,ERP
TXN0010515,2023-09-15,Spain,B2B,Corporate Sales,6500,Professional Services,OPEX,Actual,-5447.52,EUR,Planning
TXN0016574,2023-10-21,France,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-16332.67,EUR,ERP
TXN0000849,2024-08-22,Spain,Digital,Marketing,6200,Cloud & Software,OPEX,Actual,-7023.06,EUR,Planning
TXN0002249,2023-04-24,Germany,Digital,IT & Data,6500,Professional Services,OPEX,Actual,-4779.99,EUR,CRM
TXN0005617,2024-08-05,Spain,Digital,Marketing,6100,Salaries,OPEX,Actual,-9122.54,EUR,Planning
TXN0008565,2023-04-04,Germany,Retail,Sales,4000,Product Revenue,Revenue,Actual,157836.76,EUR,Planning
TXN0018997,2024-07-15,France,Retail,Retail Operations,4010,Service Revenue,Revenue,Actual,12903.51,EUR,CRM
TXN0016907,2023-07-16,Spain,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-22710.03,EUR,ERP
TXN0008119,2023-11-07,France,Retail,Sales,6200,Cloud & Software,OPEX,Actual,-4585.03,EUR,ERP
TXN0005304,2023-11-04,France,B2B,Corporate Sales,6200,Cloud & Software,OPEX,Actual,-6475.48,EUR,ERP
TXN0004053,2024-07-13,Spain,Retail,Sales,6500,Professional Services,OPEX,Actual,-3677.53,EUR,ERP
TXN0012130,2023-08-31,Spain,B2B,Corporate Sales,6100,Salaries,OPEX,Budget,-5845.69,EUR,ERP
TXN0010924,2023-03-22,France,B2B,Finance,6100,Salaries,OPEX,Actual,-4467.6,EUR,ERP
TXN0014072,2024-04-02,France,Digital,IT & Data,4000,Product Revenue,Revenue,Budget,71229.18,EUR,ERP
TXN0018399,2024-06-24,Germany,Retail,Sales,6500,Professional Services,OPEX,Budget,-9099.95,EUR,ERP
TXN0004077,2024-12-17,France,Retail,Sales,4010,Service Revenue,Revenue,Actual,14192.13,EUR,CRM
TXN0000998,2023-09-21,Germany,B2B,Finance,6100,Salaries,OPEX,Actual,-4859.96,EUR,ERP
TXN0004333,2024-09-21,France,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-10675.7,EUR,ERP
TXN0009369,2024-07-20,Spain,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-872.3,EUR,ERP
TXN0011587,2023-05-05,Germany,Digital,IT & Data,4000,Product Revenue,Revenue,Actual,58186.71,EUR,Planning
TXN0000552,2023-10-15,France,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-7040.16,EUR,CRM
TXN0017995,2023-08-03,Spain,Digital,Marketing,6100,Salaries,OPEX,Actual,-1988.24,EUR,Planning
TXN0004373,2023-06-15,Spain,Retail,Retail Operations,6500,Professional Services,OPEX,Budget,-12886.71,EUR,Planning
TXN0003498,2023-12-15,France,B2B,Finance,4000,Product Revenue,Revenue,Actual,13165.24,EUR,ERP
TXN0013309,2023-08-01,Spain,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-9187.54,EUR,ERP
TXN0012860,2023-04-10,France,Retail,Sales,6100,Salaries,OPEX,Actual,-13381.72,EUR,Planning
TXN0008033,2024-04-19,France,B2B,Finance,6100,Salaries,OPEX,Actual,-9066.03,EUR,ERP
TXN0001408,2024-10-01,France,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,47947.95,EUR,CRM
TXN0019068,2023-12-27,Spain,Retail,Sales,6500,Professional Services,OPEX,Budget,-19701.64,EUR,CRM
TXN0018409,2023-01-20,Spain,Digital,IT & Data,4010,Service Revenue,Revenue,Actual,109424.46,EUR,Planning
TXN0016341,2024-09-02,Spain,Retail,Sales,4000,Product Revenue,Revenue,Actual,22527.19,EUR,CRM
TXN0015018,2024-03-30,France,Digital,IT & Data,6100,Salaries,OPEX,Actual,-1455.16,EUR,ERP
TXN0015745,2024-12-31,France,B2B,Corporate Sales,6100,Salaries,OPEX,Budget,-9569.34,EUR,ERP
TXN0018863,2024-06-06,France,Digital,Marketing,4000,Product Revenue,Revenue,Actual,29434.6,EUR,ERP
TXN0000694,2024-11-22,France,Retail,Retail Operations,6500,Professional Services,OPEX,Actual,-12860.38,EUR,CRM
TXN0010726,2023-04-14,Germany,Digital,Marketing,5000,Cost of Goods Sold,COGS,Actual,-6734.52,EUR,CRM
TXN0005012,2023-02-08,France,Retail,Retail Operations,6200,Cloud & Software,OPEX,Actual,-4917.78,EUR,Planning
TXN0003444,2023-06-10,Spain,B2B,Finance,4000,Product Revenue,Revenue,Actual,36463.27,EUR,ERP
TXN0009175,2023-11-07,Spain,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-5830.51,EUR,ERP
TXN0011502,2023-01-27,France,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Budget,-6942.27,EUR,ERP
TXN0004176,2023-09-13,Germany,B2B,Corporate Sales,6100,Salaries,OPEX,Budget,-7198.84,EUR,Planning
TXN0004223,2024-08-26,Spain,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-13453.63,EUR,CRM
TXN0008284,2024-01-22,France,Retail,Sales,4000,Product Revenue,Revenue,Actual,26812.42,EUR,ERP
TXN0010459,2023-03-08,Spain,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Actual,-35208.27,EUR,ERP
TXN0016993,2023-01-10,Germany,Retail,Sales,4000,Product Revenue,Revenue,Budget,55948.39,EUR,ERP
TXN0016621,2024-08-26,France,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-8849.86,EUR,ERP
TXN0019370,2023-04-13,France,Retail,Retail Operations,6400,Marketing Spend,OPEX,Actual,-2002.26,EUR,CRM
TXN0000262,2023-05-05,Spain,B2B,Corporate Sales,4010,Service Revenue,Revenue,Actual,10338.03,EUR,ERP
TXN0019330,2023-02-25,France,Retail,Sales,4000,Product Revenue,Revenue,Budget,24284.5,EUR,CRM
TXN0011530,2023-12-10,Germany,Retail,Retail Operations,6200,Cloud & Software,OPEX,Budget,-4290.28,EUR,ERP
TXN0005498,2023-12-30,France,Digital,IT & Data,6200,Cloud & Software,OPEX,Actual,-8339.22,EUR,Planning
TXN0016057,2023-09-01,Spain,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-19056.83,EUR,ERP
TXN0004017,2023-07-17,France,Digital,Marketing,6300,Travel & Expenses,OPEX,Actual,-5174.29,EUR,ERP
TXN0003627,2024-07-17,Germany,B2B,Corporate Sales,4010,Service Revenue,Revenue,Actual,33125.59,EUR,ERP
TXN0015112,2024-11-03,France,Retail,Sales,6300,Travel & Expenses,OPEX,Actual,-6974.0,EUR,Planning
TXN0000446,2024-04-29,France,Digital,Marketing,5000,Cost of Goods Sold,COGS,Actual,-17864.1,EUR,CRM
TXN0006753,2024-03-23,France,B2B,Finance,4000,Product Revenue,Revenue,Budget,57754.74,EUR,ERP
TXN0005112,2024-05-21,France,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Budget,-43862.77,EUR,Planning
TXN0003556,2023-11-24,France,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-6513.79,EUR,ERP
TXN0010387,2023-05-01,Spain,Retail,Sales,4000,Product Revenue,Revenue,Actual,12213.25,EUR,Planning
TXN0007339,2023-03-20,Germany,B2B,Finance,4000,Product Revenue,Revenue,Budget,158610.4,EUR,ERP
TXN0003368,2023-07-30,France,Digital,Marketing,6100,Salaries,OPEX,Actual,-1248.84,EUR,CRM
TXN0016329,2024-11-02,Germany,B2B,Corporate Sales,6300,Travel & Expenses,OPEX,Actual,-10645.65,EUR,ERP
TXN0011060,2024-08-15,France,B2B,Finance,5000,Cost of Goods Sold,COGS,Actual,-26249.68,EUR,CRM
TXN0002527,2023-12-09,Germany,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,28934.59,EUR,ERP
TXN0016333,2024-07-30,Germany,Digital,IT & Data,6300,Travel & Expenses,OPEX,Budget,-18878.42,EUR,ERP
TXN0013602,2023-10-25,Germany,Retail,Sales,6100,Salaries,OPEX,Budget,-1419.17,EUR,CRM
TXN0016536,2023-05-23,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Actual,-24803.0,EUR,CRM
TXN0001169,2024-12-30,Germany,Digital,Marketing,6500,Professional Services,OPEX,Actual,-6739.47,EUR,Planning
TXN0004145,2023-04-05,Germany,Digital,Marketing,6100,Salaries,OPEX,Budget,-7372.32,EUR,ERP
TXN0007893,2023-08-24,Spain,Retail,Sales,5000,Cost of Goods Sold,COGS,Budget,-20016.96,EUR,Planning
TXN0008277,2024-07-08,France,Retail,Retail Operations,6100,Salaries,OPEX,Budget,-8485.96,EUR,CRM
TXN0003150,2023-03-21,France,Retail,Retail Operations,6500,Professional Services,OPEX,Budget,-3541.83,EUR,ERP
TXN0018904,2023-07-03,Germany,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,21443.17,EUR,CRM
TXN0000881,2023-03-04,France,Retail,Sales,4000,Product Revenue,Revenue,Actual,59600.93,EUR,ERP
TXN0006748,2023-04-30,Spain,Retail,Sales,4000,Product Revenue,Revenue,Budget,41656.67,EUR,ERP
TXN0009409,2023-07-08,Germany,B2B,Finance,6200,Cloud & Software,OPEX,Budget,-22119.09,EUR,Planning
TXN0007573,2023-05-23,Germany,Retail,Sales,4010,Service Revenue,Revenue,Budget,59566.9,EUR,Planning
TXN0019592,2024-03-20,Germany,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Budget,-15773.17,EUR,ERP
TXN0001468,2023-10-09,France,Digital,Marketing,5000,Cost of Goods Sold,COGS,Actual,-25733.15,EUR,ERP
TXN0008155,2023-11-15,Germany,Digital,Marketing,4000,Product Revenue,Revenue,Actual,111549.98,EUR,CRM
TXN0017366,2024-07-21,Germany,Retail,Retail Operations,6100,Salaries,OPEX,Budget,-6343.22,EUR,ERP
TXN0006538,2024-11-26,Spain,Retail,Retail Operations,6400,Marketing Spend,OPEX,Actual,-5325.02,EUR,ERP
TXN0012154,2024-04-02,Spain,Retail,Retail Operations,6500,Professional Services,OPEX,Actual,-56098.95,EUR,ERP
TXN0000453,2023-12-31,Spain,B2B,Finance,6100,Salaries,OPEX,Actual,-10543.47,EUR,Planning
TXN0012519,2024-06-05,France,Retail,Retail Operations,6100,Salaries,OPEX,Budget,-10650.53,EUR,ERP
TXN0018532,2024-06-06,Germany,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Budget,-32527.6,EUR,ERP
TXN0004138,2023-07-09,Spain,Retail,Sales,6200,Cloud & Software,OPEX,Budget,-4310.1,EUR,ERP
TXN0003040,2023-05-25,Spain,Retail,Sales,6100,Salaries,OPEX,Budget,-44147.74,EUR,ERP
TXN0004151,2023-08-29,France,Retail,Retail Operations,4000,Product Revenue,Revenue,Budget,107862.17,EUR,Planning
TXN0013801,2023-10-27,Germany,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Actual,-63867.61,EUR,Planning
TXN0018046,2024-10-26,Germany,Retail,Sales,6100,Salaries,OPEX,Budget,-29880.47,EUR,ERP
TXN0016613,2023-11-28,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Actual,-9110.85,EUR,ERP
TXN0000580,2023-03-16,France,B2B,Finance,6500,Professional Services,OPEX,Actual,-21492.13,EUR,ERP
TXN0006572,2024-04-11,Germany,Retail,Retail Operations,4000,Product Revenue,Revenue,Budget,32030.09,EUR,ERP
TXN0012025,2024-11-03,Germany,Retail,Sales,6500,Professional Services,OPEX,Actual,-5987.32,EUR,CRM
TXN0007468,2024-02-28,France,Retail,Retail Operations,4010,Service Revenue,Revenue,Budget,23836.22,EUR,ERP
TXN0017203,2024-07-10,France,B2B,Finance,4000,Product Revenue,Revenue,Actual,36606.54,EUR,Planning
TXN0014494,2024-10-04,France,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Budget,-17971.49,EUR,ERP
TXN0000868,2024-09-04,France,B2B,Corporate Sales,4000,Product Revenue,Revenue,Actual,54004.58,EUR,Planning
TXN0016565,2023-11-16,Germany,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-9308.66,EUR,ERP
TXN0004158,2023-08-09,Spain,B2B,Finance,4010,Service Revenue,Revenue,Budget,68064.7,EUR,Planning
TXN0006350,2024-05-10,France,Digital,Marketing,4000,Product Revenue,Revenue,Actual,49475.56,EUR,Planning
TXN0014105,2024-01-25,Germany,Retail,Sales,4010,Service Revenue,Revenue,Budget,320157.1,EUR,ERP
TXN0017157,2023-07-25,Germany,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Budget,-30675.06,EUR,CRM
TXN0000403,2023-08-23,Germany,Retail,Sales,4010,Service Revenue,Revenue,Actual,55550.21,EUR,ERP
TXN0004429,2024-07-17,France,B2B,Finance,6100,Salaries,OPEX,Actual,-6198.24,EUR,ERP
TXN0010277,2024-09-18,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Actual,-13648.26,EUR,ERP
TXN0003058,2023-04-18,Germany,B2B,Corporate Sales,4010,Service Revenue,Revenue,Actual,19888.15,EUR,Planning
TXN0010191,2023-01-17,France,B2B,Finance,4000,Product Revenue,Revenue,Actual,28056.65,EUR,ERP
TXN0007061,2023-12-21,Spain,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Budget,-19994.07,EUR,Planning
TXN0000165,2023-11-02,France,Retail,Sales,6500,Professional Services,OPEX,Actual,-4888.47,EUR,Planning
TXN0016437,2023-04-01,France,Retail,Sales,6300,Travel & Expenses,OPEX,Actual,-9909.95,EUR,ERP
TXN0010391,2023-03-22,Germany,Retail,Sales,6300,Travel & Expenses,OPEX,Budget,-10196.32,EUR,CRM
TXN0012495,2024-04-06,Spain,B2B,Corporate Sales,6100,Salaries,OPEX,Budget,-2771.34,EUR,ERP
TXN0011348,2024-02-06,Spain,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Actual,-115291.99,EUR,Planning
TXN0012213,2023-06-23,France,B2B,Finance,6100,Salaries,OPEX,Actual,-11800.44,EUR,ERP
TXN0003318,2023-10-19,France,Digital,Marketing,4000,Product Revenue,Revenue,Actual,19533.23,EUR,ERP
TXN0012119,2023-03-21,Spain,Retail,Sales,4010,Service Revenue,Revenue,Actual,46304.87,EUR,ERP
TXN0007866,2024-01-08,Germany,Retail,Sales,6300,Travel & Expenses,OPEX,Actual,-7074.03,EUR,ERP
TXN0014498,2024-07-29,France,Digital,IT & Data,6100,Salaries,OPEX,Actual,-24819.05,EUR,Planning
TXN0012127,2024-11-06,France,B2B,Finance,5000,Cost of Goods Sold,COGS,Actual,-15206.88,EUR,ERP
TXN0006852,2024-01-22,Germany,B2B,Corporate Sales,6200,Cloud & Software,OPEX,Actual,-13317.34,EUR,ERP
TXN0001848,2024-02-01,Germany,Digital,Marketing,4010,Service Revenue,Revenue,Actual,66910.4,EUR,CRM
TXN0017846,2023-01-06,Spain,Retail,Retail Operations,4000,Product Revenue,Revenue,Budget,20609.92,EUR,ERP
TXN0001335,2024-01-26,France,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-11804.29,EUR,Planning
TXN0008780,2024-03-01,France,Digital,Marketing,4000,Product Revenue,Revenue,Budget,23320.08,EUR,CRM
TXN0018854,2023-04-11,Spain,Digital,Marketing,4000,Product Revenue,Revenue,Actual,63013.49,EUR,ERP
TXN0016660,2023-12-14,Spain,Retail,Retail Operations,4010,Service Revenue,Revenue,Actual,34262.17,EUR,Planning
TXN0008946,2024-04-18,Spain,B2B,Corporate Sales,4000,Product Revenue,Revenue,Actual,60075.02,EUR,ERP
TXN0011257,2023-03-01,France,B2B,Finance,6100,Salaries,OPEX,Actual,-12235.32,EUR,ERP
TXN0018697,2024-12-15,France,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-11491.73,EUR,Planning
TXN0006998,2023-10-14,Germany,B2B,Finance,4010,Service Revenue,Revenue,Budget,80962.59,EUR,ERP
TXN0000707,2023-01-06,Spain,Retail,Sales,6200,Cloud & Software,OPEX,Actual,-6074.85,EUR,ERP
TXN0003492,2024-04-09,Spain,Retail,Retail Operations,6300,Travel & Expenses,OPEX,Actual,-3791.07,EUR,ERP
TXN0004574,2024-10-11,France,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Budget,-9988.12,EUR,ERP
TXN0016642,2023-01-27,Spain,Retail,Retail Operations,6300,Travel & Expenses,OPEX,Budget,-21090.02,EUR,ERP
TXN0007707,2024-09-10,Germany,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Actual,-15558.43,EUR,ERP
TXN0007055,2024-11-12,Germany,Retail,Sales,4010,Service Revenue,Revenue,Actual,22889.62,EUR,CRM
TXN0005581,2024-01-30,France,B2B,Finance,6100,Salaries,OPEX,Actual,-3383.62,EUR,ERP
TXN0012934,2023-07-02,Germany,B2B,Finance,6200,Cloud & Software,OPEX,Budget,-4025.01,EUR,CRM
TXN0003152,2023-06-14,Spain,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Actual,-22567.58,EUR,ERP
TXN0006618,2024-03-14,Spain,Retail,Sales,5000,Cost of Goods Sold,COGS,Budget,-15154.89,EUR,ERP
TXN0004785,2024-09-09,France,Retail,Sales,4000,Product Revenue,Revenue,Actual,31718.95,EUR,ERP
TXN0011992,2023-10-03,France,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-5969.9,EUR,CRM
TXN0004023,2024-02-01,Germany,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-21714.97,EUR,ERP
TXN0014541,2023-07-14,France,Digital,Marketing,6200,Cloud & Software,OPEX,Actual,-6444.66,EUR,CRM
TXN0009267,2024-01-26,Spain,Retail,Sales,5000,Cost of Goods Sold,COGS,Budget,-10055.7,EUR,CRM
TXN0002608,2023-07-08,Spain,Digital,Marketing,6100,Salaries,OPEX,Actual,-4728.02,EUR,CRM
TXN0016722,2023-05-06,France,Retail,Retail Operations,4000,Product Revenue,Revenue,Budget,31811.45,EUR,Planning
TXN0011631,2024-03-17,France,B2B,Finance,6100,Salaries,OPEX,Actual,-3618.14,EUR,Planning
TXN0009119,2023-09-26,Germany,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-30570.84,EUR,ERP
TXN0011503,2024-07-08,Germany,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Actual,-32784.68,EUR,ERP
TXN0017180,2024-04-10,France,Digital,IT & Data,4010,Service Revenue,Revenue,Budget,42142.88,EUR,ERP
TXN0002430,2023-07-17,France,Digital,Marketing,4010,Service Revenue,Revenue,Actual,44517.21,EUR,Planning
TXN0000247,2024-07-07,France,B2B,Finance,4000,Product Revenue,Revenue,Budget,25007.84,EUR,Planning
TXN0003816,2023-02-22,Spain,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-40084.62,EUR,Planning
TXN0015904,2024-03-24,Germany,Digital,Marketing,5000,Cost of Goods Sold,COGS,Actual,-6910.87,EUR,ERP
TXN0017950,2023-08-06,France,Retail,Retail Operations,6200,Cloud & Software,OPEX,Actual,-10550.72,EUR,CRM
TXN0009090,2023-09-17,France,B2B,Finance,6100,Salaries,OPEX,Actual,-27763.28,EUR,ERP
TXN0002263,2023-01-24,Germany,B2B,Corporate Sales,4010,Service Revenue,Revenue,Actual,36636.82,EUR,ERP
TXN0010439,2023-02-21,France,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Actual,-23878.51,EUR,ERP
TXN0000836,2024-07-21,France,B2B,Corporate Sales,6100,Salaries,OPEX,Budget,-9485.58,EUR,ERP
TXN0008625,2023-06-20,France,Retail,Retail Operations,4010,Service Revenue,Revenue,Actual,14125.2,EUR,CRM
TXN0015836,2023-02-07,Germany,Digital,IT & Data,6200,Cloud & Software,OPEX,Actual,-5138.13,EUR,ERP
TXN0001174,2023-05-10,Spain,Retail,Sales,6200,Cloud & Software,OPEX,Budget,-30207.0,EUR,ERP
TXN0019300,2023-12-01,Spain,Retail,Sales,4000,Product Revenue,Revenue,Actual,36250.46,EUR,ERP
TXN0006438,2023-07-25,Spain,Retail,Retail Operations,6200,Cloud & Software,OPEX,Actual,-44012.23,EUR,CRM
TXN0013885,2024-01-06,Spain,B2B,Finance,6100,Salaries,OPEX,Budget,-8013.54,EUR,ERP
